Origin,   Shake,    Average,    Moving,     IIR
66051,  0,  0,  66051,  66051
66051,  0,  0,  66051,  66051
66051,  0,  66051,  66051,  66051
66051,  0,  66051,  66051,  66051
66051,  0,  66051,  66051,  66051
66051,  0,  66051,  66051,  66051
66051,  0,  66051,  66051,  66051
66051,  0,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
66051,  66051,  66051,  66051,  66051
