Origin,   Shake,    Average,    Moving,     IIR
144,  144,  140,  141,  98
144,  144,  143,  141,  99
145,  145,  143,  142,  100
145,  145,  143,  142,  101
145,  145,  143,  143,  102
145,  145,  145,  144,  103
146,  146,  145,  144,  104
146,  146,  145,  145,  105
146,  146,  145,  145,  106
146,  146,  146,  145,  107
147,  147,  146,  145,  108
147,  147,  146,  146,  109
147,  147,  146,  146,  110
147,  147,  147,  146,  111
148,  148,  147,  146,  112
148,  148,  147,  147,  113
148,  148,  147,  147,  114
148,  148,  148,  147,  115
149,  149,  148,  147,  116
149,  149,  148,  148,  117
149,  149,  148,  148,  118
149,  149,  149,  148,  118
150,  150,  149,  148,  118
150,  150,  149,  149,  119
150,  150,  149,  149,  119
150,  150,  150,  149,  119
151,  151,  150,  149,  119
151,  151,  150,  150,  120
151,  151,  150,  150,  120
151,  151,  151,  150,  120
152,  152,  151,  150,  120
152,  152,  151,  151,  121
152,  152,  151,  151,  121
152,  152,  152,  151,  121
153,  153,  152,  151,  121
153,  153,  152,  152,  122
153,  153,  152,  152,  122
153,  153,  153,  152,  122
154,  154,  153,  152,  122
154,  154,  153,  153,  123
154,  154,  153,  153,  123
154,  154,  154,  153,  123
155,  155,  154,  153,  123
155,  155,  154,  154,  124
155,  155,  154,  154,  124
155,  155,  155,  154,  124
156,  156,  155,  154,  124
156,  156,  155,  155,  125
156,  156,  155,  155,  125
156,  156,  156,  155,  125
157,  157,  156,  155,  125
157,  157,  156,  156,  126
157,  157,  156,  156,  126
157,  157,  157,  156,  126
158,  158,  157,  156,  126
158,  158,  157,  157,  127
158,  158,  157,  157,  127
158,  158,  158,  157,  127
159,  159,  158,  157,  127
159,  159,  158,  158,  128
159,  159,  158,  158,  128
159,  159,  159,  158,  128
160,  160,  159,  158,  128
160,  160,  159,  159,  129
160,  160,  159,  159,  129
160,  160,  160,  159,  129
161,  161,  160,  159,  129
161,  161,  160,  160,  130
161,  161,  160,  160,  130
161,  161,  161,  160,  130
162,  162,  161,  160,  130
162,  162,  161,  161,  131
162,  162,  161,  161,  131
162,  162,  162,  161,  131
163,  163,  162,  161,  131
163,  163,  162,  162,  132
163,  163,  162,  162,  132
163,  163,  163,  162,  132
164,  164,  163,  162,  132
164,  164,  163,  163,  133
164,  164,  163,  163,  133
164,  164,  164,  163,  133
165,  165,  164,  163,  133
165,  165,  164,  164,  134
165,  165,  164,  164,  134
165,  165,  165,  164,  134
166,  166,  165,  164,  134
166,  166,  165,  165,  135
166,  166,  165,  165,  135
166,  166,  166,  165,  135
167,  167,  166,  165,  135
41,  41,  166,  150,  134
41,  41,  166,  134,  131
41,  41,  72,  119,  128
42,  42,  72,  103,  125
42,  42,  72,  88,  122
42,  42,  72,  72,  119
42,  42,  42,  57,  116
42,  42,  42,  41,  113
42,  42,  42,  41,  110
42,  42,  42,  41,  107
42,  42,  42,  42,  104
42,  42,  42,  42,  102
42,  42,  42,  42,  100
42,  42,  42,  42,  98
42,  42,  42,  42,  96
42,  42,  42,  42,  94
42,  42,  42,  42,  92
42,  42,  42,  42,  90
42,  42,  42,  42,  88
43,  43,  42,  42,  86
43,  43,  42,  42,  84
43,  43,  42,  42,  82
43,  43,  43,  42,  80
