Origin,   Shake,    Average,    Moving,     IIR
621443,  621443,  621479,  621467,  621479
621512,  621512,  621493,  621486,  621478
621506,  621506,  621493,  621488,  621478
621862,  621603,  621493,  621528,  621484
621608,  621608,  621493,  621580,  621491
621371,  621603,  621586,  621539,  621490
622023,  621603,  621586,  621567,  621496
621381,  621603,  621586,  621588,  621502
621693,  621693,  621586,  621619,  621503
621603,  621603,  621675,  621630,  621507
621577,  621577,  621675,  621639,  621509
621355,  621603,  621675,  621576,  621507
621665,  621665,  621675,  621583,  621507
621385,  621603,  621495,  621585,  621507
621383,  621603,  621495,  621505,  621503
621595,  621595,  621495,  621532,  621502
621522,  621522,  621495,  621510,  621503
621689,  621689,  621547,  621521,  621506
621809,  621603,  621547,  621550,  621513
621388,  621603,  621547,  621554,  621515
621596,  621596,  621547,  621545,  621514
621435,  621435,  621557,  621552,  621514
621202,  621603,  621557,  621529,  621507
622023,  621603,  621557,  621583,  621510
621546,  621546,  621557,  621586,  621518
621419,  621419,  621547,  621552,  621516
621995,  621603,  621547,  621575,  621521
621478,  621478,  621547,  621586,  621527
621335,  621603,  621547,  621554,  621523
